"id";"title";"artist";"release_year";"genre";"confirmed_genre";"link";"confirmed_link";"lyrics"
394;"Between the Devil and Me";"Alan Jackson";1996;"Country";0;"";0;""
395;"So You Don't Have To Love Me Anymore";"Alan Jackson";2012;"Country";0;"";0;""
396;"There Goes";"Alan Jackson";1996;"Country";0;"";0;""
397;"Blue Ridge Mountain Song";"Alan Jackson";2013;"Country";0;"";0;""
398;"I'll Go On Loving You";"Alan Jackson";1998;"Country";0;"";0;""
399;"It Must Be Love";"Alan Jackson";1999;"Country";0;"";0;""
400;"Country Boy";"Alan Jackson";2008;"Country";0;"";0;""
401;"Where I Come From";"Alan Jackson";2000;"Country";0;"";0;""
402;"(Who Says) You Can't Have It All";"Alan Jackson";1992;"Country";0;"";0;""
403;"Thank God For The Radio";"Alan Jackson";1992;"Country";0;"";0;""
404;"I'll Try";"Alan Jackson";1995;"Country";0;"";0;""
405;"1976";"Alan Jackson";2008;"Country";0;"";0;""
406;"Angels and Alcohol";"Alan Jackson";2015;"Country";0;"";0;""
407;"Small Town Southern Man";"Alan Jackson";2007;"Country";0;"";0;""
408;"I Still Like Bologna";"Alan Jackson";2008;"Country";0;"";0;""
409;"Too Much Of A Good Thing";"Alan Jackson";2008;"Country";0;"";0;""
410;"I Love To Tell The Story";"Alan Jackson";2006;"Country";0;"";0;""
411;"www.memory";"Alan Jackson";2000;"Country";0;"";0;""
412;"Like Red On A Rose";"Alan Jackson";2006;"Country";0;"";0;""
413;"If Tears Could Talk";"Alan Jackson";2006;"Country";0;"";0;""
414;"Amarillo";"Alan Jackson";2006;"Country";0;"";0;""
415;"Walkin' The Floor Over Me";"Alan Jackson";2006;"Country";0;"";0;""
416;"When Somebody Loves You";"Alan Jackson";2000;"Country";0;"";0;""
417;"When God Paints";"Alan Jackson";2015;"Country";0;"";0;""
418;"Tropical Depression";"Alan Jackson";1992;"Country";0;"";0;""
419;"That'd Be Alright";"Alan Jackson";2007;"Country";0;"";0;""
420;"Strong Enough";"Alan Jackson";2007;"Country";0;"";0;""
421;"Little Man";"Alan Jackson";1998;"Country";0;"";0;""
422;"Jim And Jack And Hank";"Alan Jackson";2015;"Country";0;"";0;""
423;"Love's Got A Hold On You";"Alan Jackson";1991;"Country";0;"";0;""
424;"Buicks To The Moon";"Alan Jackson";1996;"Country";0;"";0;""
425;"Freight Train";"Alan Jackson";2010;"Country";0;"";0;""
426;"A Woman's Love";"Alan Jackson";2006;"Country";0;"";0;""
427;"If Love Was A River";"Alan Jackson";2006;"Country";0;"";0;""
428;"Mexico, Tequila and Me";"Alan Jackson";2015;"Country";0;"";0;""
429;"Monday Morning Church DUET";"Alan Jackson";2015;"Country";0;"";0;""
430;"Every Now And Then";"Alan Jackson";2015;"Country";0;"";0;""
431;"Talk Is Cheap";"Alan Jackson";2015;"Country";0;"";0;""
432;"Tequila Sunrise";"Alan Jackson";2015;"Country";0;"";0;""
433;"You Can Always Come Home";"Alan Jackson";2015;"Country";0;"";0;""
434;"Laid Back 'n Low Key";"Alan Jackson";2008;"Country";0;"";0;""
435;"Dixie Highway";"Alan Jackson";2012;"Country";0;"";0;""
436;"Gone Before You Met Me";"Alan Jackson";2015;"Country";0;"";0;""
437;"Gonna Come Back As A Country Song";"Alan Jackson";2015;"Country";0;"";0;""
438;"You Never Know";"Alan Jackson";2015;"Country";0;"";0;""
439;"Long Way To Go";"Alan Jackson";2011;"Country";0;"";0;""
440;"Dog River Blues";"Alan Jackson";2011;"Country";0;"";0;""
441;"Rudolph The Red-Nosed Reindeer";"Alan Jackson";2011;"Country";0;"";0;""
442;"Talkin' Song Repair Blues";"Alan Jackson";2004;"Country";0;"";0;""
443;"USA Today";"Alan Jackson";2004;"Country";0;"";0;""
444;"It's Just That Way";"Alan Jackson";2010;"Country";0;"";0;""
445;"Long Long Way";"Alan Jackson";2008;"Country";0;"";0;""
446;"A Little Bluer Than That";"Alan Jackson";2008;"Country";0;"";0;""
447;"That's Where I Belong";"Alan Jackson";2008;"Country";0;"";0;""
448;"Ain't Just a Southern Thing";"Alan Jackson";2008;"Country";0;"";0;""
449;"The One You're Waiting On";"Alan Jackson";2015;"Country";0;"";0;""
450;"Another Good Reason";"Alan Jackson";2015;"Country";0;"";0;""
451;"Let It Be Christmas";"Alan Jackson";2002;"Holiday";0;"";0;""
452;"I Could Get Used To This Lovin' Thing";"Alan Jackson";2002;"Holiday";0;"";0;""
453;"You Oughta Know EXPLICIT";"Alanis Morissette";0;"undefined";0;"";0;""
454;"Ironic";"Alanis Morissette";1995;"Alternative";0;"";0;""
455;"Hand In My Pocket";"Alanis Morissette";1995;"Alternative";0;"";0;""
456;"Head over Feet";"Alanis Morissette";1995;"Alternative";0;"";0;""
457;"Uninvited";"Alanis Morissette";1998;"Alternative";0;"";0;""
458;"You Learn";"Alanis Morissette";1995;"Alternative";0;"";0;""
459;"Thank U";"Alanis Morissette";1998;"Pop";0;"";0;""
460;"Right Through You";"Alanis Morissette";1995;"Alternative";0;"";0;""
461;"Let's Do It (Let's Fall In Love)";"Alanis Morissette";2001;"Alternative";0;"";0;""
462;"Hands Clean";"Alanis Morissette";2002;"Alternative";0;"";0;""
463;"Guardian";"Alanis Morissette";2012;"Alternative";0;"";0;""
464;"Everything EXPLICIT";"Alanis Morissette";2012;"Alternative";0;"";0;""
465;"That I Would Be Good";"Alanis Morissette";1998;"Alternative";0;"";0;""
466;"Crazy (James Michael Mix)";"Alanis Morissette";2005;"Alternative";0;"";0;""
467;"That Particular Time";"Alanis Morissette";2002;"Rock";0;"";0;""
468;"Joining You";"Alanis Morissette";1998;"Pop";0;"";0;""
469;"Unsent";"Alanis Morissette";1998;"Pop";0;"";0;""
470;"So Unsexy";"Alanis Morissette";2002;"Alternative";0;"";0;""
471;"21 Things I Want In A Lover";"Alanis Morissette";2002;"Rock";0;"";0;""
472;"So Pure";"Alanis Morissette";1998;"Pop";0;"";0;""
473;"Not As We";"Alanis Morissette";2008;"Pop";0;"";0;""
474;"Underneath";"Alanis Morissette";2008;"Dance";0;"";0;""
475;"Poison";"Alice Cooper";1989;"Hard Rock";0;"";0;""
476;"I'm Eighteen";"Alice Cooper";1970;"Hard Rock";0;"";0;""
477;"I Never Cry";"Alice Cooper";1976;"Hard Rock";0;"";0;""
478;"Only Women Bleed";"Alice Cooper";1975;"Hard Rock";0;"";0;""
479;"School's Out";"Alice Cooper";1972;"Hard Rock";0;"";0;""
480;"No More Mister Nice Guy";"Alice Cooper";1972;"Hard Rock";0;"";0;""
481;"Welcome To My Nightmare";"Alice Cooper";1975;"Hard Rock";0;"";0;""
482;"Billion Dollar Babies";"Alice Cooper";1973;"Hard Rock";0;"";0;""
483;"Cold Ethyl";"Alice Cooper";1975;"Hard Rock";0;"";0;""
484;"Department Of Youth";"Alice Cooper";1975;"Hard Rock";0;"";0;""
485;"Lost In America";"Alice Cooper";1994;"Hard Rock";0;"";0;""
486;"Mr. And Misdemeanor";"Alice Cooper";1994;"Hard Rock";0;"";0;""
487;"Man Of The Year";"Alice Cooper";1994;"Hard Rock";0;"";0;""
488;"Rooster";"Alice in Chains";1992;"Hard Rock";0;"";0;""
489;"Man In The Box EXPLICIT";"Alice in Chains";1992;"Hard Rock";0;"";0;""
490;"Nutshell";"Alice in Chains";1994;"Hard Rock";0;"";0;""
491;"Would?";"Alice in Chains";1992;"Hard Rock";0;"";0;""
492;"Down In A Hole";"Alice in Chains";1992;"Hard Rock";0;"";0;""
493;"Don't Follow";"Alice in Chains";1994;"Hard Rock";0;"";0;""
494;"No Excuses";"Alice in Chains";1994;"Hard Rock";0;"";0;""
495;"Got Me Wrong";"Alice in Chains";1992;"Hard Rock";0;"";0;""
496;"Heaven Beside You";"Alice in Chains";1995;"Hard Rock";0;"";0;""
497;"I Stay Away";"Alice in Chains";1994;"Hard Rock";0;"";0;""
498;"Again";"Alice in Chains";1995;"Hard Rock";0;"";0;""
499;"Angry Chair";"Alice in Chains";1992;"Hard Rock";0;"";0;""
500;"Sea Of Sorrow";"Alice in Chains";1990;"Hard Rock";0;"";0;""
501;"Fear The Voices";"Alice in Chains";1999;"Hard Rock";0;"";0;""
502;"If I Ain't Got You";"Alicia Keys";2003;"R&B Soul";0;"";0;""
503;"Girl On Fire (Main Version)";"Alicia Keys";2003;"R&B Soul";0;"";0;""
504;"Fallin'";"Alicia Keys";2003;"R&B Soul";0;"";0;""
505;"No One";"Alicia Keys";2003;"R&B Soul";0;"";0;""
506;"A Woman's Worth";"Alicia Keys";2003;"R&B Soul";0;"";0;""
507;"Empire State Of Mind (Part II) Broken Down";"Alicia Keys";2003;"R&B Soul";0;"";0;""
508;"Un-Thinkable (I'm Ready)";"Alicia Keys";2009;"R&B Soul";0;"";0;""
509;"You Don't Know My Name";"Alicia Keys";2009;"R&B Soul";0;"";0;""
510;"Wild Horses DUET";"Alicia Keys";2009;"R&B Soul";0;"";0;""
511;"Unbreakable";"Alicia Keys";2009;"R&B Soul";0;"";0;""
512;"Brand New Me";"Alicia Keys";2012;"R&B Soul";0;"";0;""
513;"Try Sleeping With A Broken Heart";"Alicia Keys";2012;"R&B Soul";0;"";0;""
514;"Butterflyz";"Alicia Keys";2012;"R&B Soul";0;"";0;""
515;"Girl On Fire";"Alicia Keys";2012;"R&B Soul";0;"";0;""
516;"No One (Intimate)";"Alicia Keys";2012;"R&B Soul";0;"";0;""
517;"Like You'll Never See Me Again";"Alicia Keys";2007;"R&B Soul";0;"";0;""
518;"Girl On Fire (Inferno Version)";"Alicia Keys";2007;"R&B Soul";0;"";0;""
519;"Hallelujah";"Alicia Keys";2007;"R&B Soul";0;"";0;""
520;"Doesn't Mean Anything";"Alicia Keys";2007;"R&B Soul";0;"";0;""
521;"Wreckless Love";"Alicia Keys";2007;"R&B Soul";0;"";0;""
522;"Loving You";"Alicia Keys";2007;"R&B Soul";0;"";0;""
523;"Put It In A Love Song";"Alicia Keys";2009;"R&B Soul";0;"";0;""
524;"Teenage Love Affair";"Alicia Keys";2007;"R&B Soul";0;"";0;""
525;"Never Felt This Way";"Alicia Keys";2001;"R&B Soul";0;"";0;""
526;"Distance And Time";"Alicia Keys";2001;"R&B Soul";0;"";0;""
527;"Every Little Bit Hurts";"Alicia Keys";2005;"R&B Soul";0;"";0;""
528;"In Common";"Alicia Keys";2005;"R&B Soul";0;"";0;""
529;"That's How Strong My Love Is";"Alicia Keys";2005;"R&B Soul";0;"";0;""
530;"Girlfriend";"Alicia Keys";2005;"R&B Soul";0;"";0;""
531;"Love Is Blind";"Alicia Keys";2005;"R&B Soul";0;"";0;""
532;"Tears Always Win";"Alicia Keys";2005;"R&B Soul";0;"";0;""
533;"Piano & I (clean)";"Alicia Keys";2005;"R&B Soul";0;"";0;""
534;"Smooth Criminal";"Alien Ant Farm";2001;"Alternative";0;"";0;""
535;"These Days";"Alien Ant Farm";2003;"Hard Rock";0;"";0;""
536;"When You Say Nothing at All";"Alison Krauss";1994;"Bluegrass";0;"";0;""
537;"I'll Fly Away";"Alison Krauss";2000;"Country";0;"";0;""
538;"Down To The River To Pray";"Alison Krauss";2000;"Country";0;"";0;""
539;"Baby, Now That I've Found You";"Alison Krauss";1995;"Country";0;"";0;""
540;"The Lucky One";"Alison Krauss";1995;"Country";0;"";0;""
541;"Losing You";"Alison Krauss";2017;"Country";0;"";0;""
542;"Let Me Touch You For Awhile";"Alison Krauss";2017;"Country";0;"";0;""
543;"Maybe";"Alison Krauss";1999;"Country";0;"";0;""
544;"I Will";"Alison Krauss";1992;"Country";0;"";0;""
545;"Simple Love";"Alison Krauss";2007;"Country";0;"";0;""
546;"I Swear";"All-4-One";0;"undefined";0;"";0;""
547;"I Can Love You Like That";"All-4-One";0;"undefined";0;"";0;""
548;"Someday";"All-4-One";0;"undefined";0;"";0;""
549;"Funky Town";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
550;"I Love Rock 'n' Roll";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
551;"The Chipmunk Song (Christmas Don't Be Late)";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
552;"Witch Doctor";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
553;"Here Comes Santa Claus";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
554;"O Christmas Tree (O Tannenbaum)";"Alvin and the Chipmunks";0;"undefined";0;"";0;""
555;"The Chipmunk Song (Christmas Don't Be Late)";"Alvin and the Chipmunks";1959;"Children's Music";0;"";0;""
556;"Valerie";"Amy Winehouse";2006;"Pop";0;"";0;""
557;"You Know I'm No Good";"Amy Winehouse";2006;"Alternative";0;"";0;""
558;"Back To Black";"Amy Winehouse";2006;"Pop";0;"";0;""
559;"Rehab";"Amy Winehouse";2006;"Pop";0;"";0;""
560;"Valerie ('68 version)";"Amy Winehouse";2006;"Pop";0;"";0;""
561;"Valerie (Live BBC Radio 1 in Lounge)";"Amy Winehouse";2006;"Pop";0;"";0;""
562;"Valerie (Acoustic)";"Amy Winehouse";2006;"Pop";0;"";0;""
563;"Will You Still Love Me Tomorrow";"Amy Winehouse";2011;"Pop";0;"";0;""
564;"Me & Mr Jones EXPLICIT";"Amy Winehouse";2011;"Pop";0;"";0;""
565;"Tears Dry On Their Own";"Amy Winehouse";2006;"Pop";0;"";0;""
566;"Love Is a Losing Game";"Amy Winehouse";2006;"Pop";0;"";0;""
567;"Back To Black (Acoustic)";"Amy Winehouse";2006;"Pop";0;"";0;""
568;"Teach Me Tonight";"Amy Winehouse";2008;"Pop";0;"";0;""
569;"All My Lovin'";"Amy Winehouse";2008;"Pop";0;"";0;""
570;"Stronger Than Me";"Amy Winehouse";2003;"Pop";0;"";0;""
571;"Fuck Me Pumps EXPLICIT";"Amy Winehouse";2003;"Pop";0;"";0;""
572;"Our Day Will Come";"Amy Winehouse";2011;"Pop";0;"";0;""
573;"Monkey Man";"Amy Winehouse";2007;"Pop";0;"";0;""
574;"Wake Up Alone";"Amy Winehouse";2006;"Pop";0;"";0;""
575;"Cupid";"Amy Winehouse";2007;"R&B Soul";0;"";0;""
576;"Will You Still Love Me Tomorrow? (2011)";"Amy Winehouse";2007;"R&B Soul";0;"";0;""
577;"Amy Amy Amy";"Amy Winehouse";2003;"Pop";0;"";0;""
578;"Love Is A Losing Game (Acoustic)";"Amy Winehouse";2003;"Pop";0;"";0;""
579;"The Girl From Ipanema";"Amy Winehouse";2011;"Pop";0;"";0;""
580;"Just Friends EXPLICIT";"Amy Winehouse";2011;"Pop";0;"";0;""
581;"Mr Magic";"Amy Winehouse";2003;"Pop";0;"";0;""
582;"Addicted";"Amy Winehouse";2006;"Pop";0;"";0;""
583;"(There Is) No Greater Love";"Amy Winehouse";2003;"Pop";0;"";0;""
584;"Take The Box";"Amy Winehouse";2003;"Pop";0;"";0;""
585;"I Heard Love Is Blind";"Amy Winehouse";2003;"Pop";0;"";0;""
586;"Some Unholy War";"Amy Winehouse";2006;"Pop";0;"";0;""
587;"You Know I'm No Good (feat. Ghostface Killah)";"Amy Winehouse";2006;"R&B Soul";0;"";0;""
588;"To Know Him Is To Love Him";"Amy Winehouse";2006;"Pop";0;"";0;""
589;"Moody's Mood For Love / Teo Licks";"Amy Winehouse";2003;"Pop";0;"";0;""
590;"A Song For You";"Amy Winehouse";2011;"Pop";0;"";0;""
591;"You Sent Me Flying";"Amy Winehouse";2003;"Pop";0;"";0;""
592;"Hey Little Rich Girl";"Amy Winehouse";2007;"R&B Soul";0;"";0;""
593;"'Round Midnight";"Amy Winehouse";2004;"R&B Soul";0;"";0;""
594;"Help Yourself";"Amy Winehouse";2004;"R&B Soul";0;"";0;""
595;"Between The Cheats";"Amy Winehouse";2011;"Pop";0;"";0;""
596;"Could I Have This Dance";"Anne Murray";1994;"Country";0;"";0;""
597;"You Needed Me";"Anne Murray";1978;"Christian";0;"";0;""
598;"Tennessee Waltz";"Anne Murray";1978;"Country";0;"";0;""
599;"Just Another Woman In Love";"Anne Murray";1983;"Country";0;"";0;""
600;"I Just Fall In Love Again";"Anne Murray";1994;"Country";0;"";0;""
601;"Snowbird";"Anne Murray";1969;"Country";0;"";0;""
602;"You Are My Sunshine / Open Up Your Heart";"Anne Murray";1977;"Children's Music";0;"";0;""
603;"Danny's Song";"Anne Murray";1973;"Country";0;"";0;""
604;"Killing Me Softly With His Song";"Anne Murray";1973;"Pop";0;"";0;""
605;"Daydream Believer";"Anne Murray";1979;"Country";0;"";0;""
606;"As Time Goes By";"Anne Murray";1979;"Country";0;"";0;""
607;"Shadows In The Moonlight";"Anne Murray";1979;"Country";0;"";0;""
608;"You Won't See Me";"Anne Murray";1974;"Country";0;"";0;""
609;"The Little Drummer Boy";"Anne Murray";2001;"Holiday";0;"";0;""
610;"Do You Hear What I Hear?";"Anne Murray";1988;"Rock";0;"";0;""
611;"It Came Upon a Midnight Clear";"Anne Murray";2001;"Holiday";0;"";0;""
612;"We Three Kings";"Anne Murray";2001;"Holiday";0;"";0;""
613;"Tomorrow";"Annie";1977;"Pop";0;"";0;""
614;"It's A Hard Knock Life";"Annie";1977;"Pop";0;"";0;""
615;"Maybe";"Annie";1977;"Soundtrack";0;"";0;""
616;"Little Girls";"Annie";1977;"Soundtrack";0;"";0;""
617;"You're Never Fully Dressed Without a Smile";"Annie";1977;"Soundtrack";0;"";0;""
618;"Anything You Can Do (I Can Do Better) DUET";"Annie Get Your Gun";0;"undefined";0;"";0;""
619;"There's No Business Like Show Business";"Annie Get Your Gun";1963;"Musicals";0;"";0;""
620;"They Say It's Wonderful";"Annie Get Your Gun";1963;"Musicals";0;"";0;""
621;"Barbie Girl DUET";"Aqua";0;"undefined";0;"";0;""
622;"Doctor Jones";"Aqua";1997;"Fitness & Workout";0;"";0;""
623;"Back To The 80's";"Aqua";2009;"Pop";0;"";0;""
624;"Lollipop (Candyman)";"Aqua";1997;"Pop";0;"";0;""
625;"Turn Back Time";"Aqua";1997;"Pop";0;"";0;""
626;"My Oh My";"Aqua";1997;"Pop";0;"";0;""
627;"Good Morning Sunshine";"Aqua";1997;"Pop";0;"";0;""
628;"Happy Boys and Girls";"Aqua";1997;"Pop";0;"";0;""
629;"Brighter Than Sunshine";"Aqualung";2003;"Alternative";0;"";0;""
630;"Everything Now";"Arcade Fire";2017;"Alternative";0;"";0;""
631;"Wake Up";"Arcade Fire";2004;"Alternative";0;"";0;""
632;"Rebellion (Lies)";"Arcade Fire";2004;"Alternative";0;"";0;""
633;"Respect";"Aretha Franklin";1967;"Alternative";0;"";0;""
634;"(You Make Me Feel Like) A Natural Woman";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
635;"Chain of Fools";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
636;"I Say A Little Prayer";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
637;"Dr. Feelgood (Love Is A Serious Business)";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
638;"Baby I Love You";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
639;"Ain't No Way";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
640;"I Never Loved A Man (The Way I Loved You)";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
641;"Do Right Woman, Do Right Man";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
642;"Son of a Preacher Man";"Aretha Franklin";1970;"R&B Soul";0;"";0;""
643;"Think";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
644;"Don't Play That Song (You Lied)";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
645;"Drown in My Own Tears";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
646;"Until You Come Back To Me";"Aretha Franklin";1973;"R&B Soul";0;"";0;""
647;"Rock Steady";"Aretha Franklin";1971;"R&B Soul";0;"";0;""
648;"Freeway of Love";"Aretha Franklin";1985;"R&B Soul";0;"";0;""
649;"Amazing Grace";"Aretha Franklin";1972;"R&B Soul";0;"";0;""
650;"I Knew You Were Waiting (For Me) DUET";"Aretha Franklin";1972;"R&B Soul";0;"";0;""
651;"The Weight";"Aretha Franklin";1970;"R&B Soul";0;"";0;""
652;"(Sweet Sweet Baby) Since You've Been Gone";"Aretha Franklin";1970;"R&B Soul";0;"";0;""
653;"Let It Be";"Aretha Franklin";1970;"R&B Soul";0;"";0;""
654;"Spanish Harlem";"Aretha Franklin";1984;"R&B Soul";0;"";0;""
655;"A Rose Is Still A Rose";"Aretha Franklin";1998;"R&B Soul";0;"";0;""
656;"The House That Jack Built";"Aretha Franklin";1985;"R&B Soul";0;"";0;""
657;"Try a Little Tenderness";"Aretha Franklin";1985;"R&B Soul";0;"";0;""
658;"Nessun Dorma";"Aretha Franklin";2007;"R&B Soul";0;"";0;""
659;"Oh Me Oh My (I'm a Fool For You Baby)";"Aretha Franklin";1971;"R&B Soul";0;"";0;""
660;"Save Me";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
661;"Satisfaction";"Aretha Franklin";1967;"R&B Soul";0;"";0;""
662;"You're All I Need To Get By";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
663;"A Deeper Love";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
664;"Today I Sing the Blues";"Aretha Franklin";1968;"R&B Soul";0;"";0;""
665;"7 Rings EXPLICIT";"Ariana Grande";0;"undefined";0;"";0;""
666;"Thank U, Next EXPLICIT";"Ariana Grande";0;"undefined";0;"";0;""
667;"Bang Bang";"Ariana Grande";2014;"Pop";0;"";0;""
668;"God Is a Woman";"Ariana Grande";2018;"Pop";0;"";0;""
669;"Break Up With Your Girlfriend, I'm Bored EXPLICIT";"Ariana Grande";2018;"Pop";0;"";0;""
670;"No Tears Left to Cry";"Ariana Grande";2018;"Pop";0;"";0;""
671;"Dangerous Woman";"Ariana Grande";2016;"Pop";0;"";0;""
672;"Almost Is Never Enough DUET";"Ariana Grande";2016;"Pop";0;"";0;""
673;"Breathin EXPLICIT";"Ariana Grande";2016;"Pop";0;"";0;""
674;"Side to Side EXPLICIT";"Ariana Grande";2016;"Pop";0;"";0;""
675;"One Last Time";"Ariana Grande";2014;"Pop";0;"";0;""
676;"Into You";"Ariana Grande";2016;"Pop";0;"";0;""
677;"Problem";"Ariana Grande";2014;"Pop";0;"";0;""
678;"Break Free";"Ariana Grande";2014;"Pop";0;"";0;""
679;"Love Me Harder";"Ariana Grande";2014;"Pop";0;"";0;""
680;"Tattooed Heart";"Ariana Grande";2013;"Pop";0;"";0;""
681;"Leave Me Lonely";"Ariana Grande";2016;"Pop";0;"";0;""
682;"Greedy";"Ariana Grande";2016;"Pop";0;"";0;""
683;"Honeymoon Avenue";"Ariana Grande";2013;"Pop";0;"";0;""
684;"Best Mistake";"Ariana Grande";2014;"Pop";0;"";0;""
685;"Imagine";"Ariana Grande";2018;"Pop";0;"";0;""
686;"Santa Tell Me";"Ariana Grande";2013;"Holiday";0;"";0;""
687;"Quit";"Ariana Grande";2013;"Holiday";0;"";0;""
688;"Focus";"Ariana Grande";2015;"Pop";0;"";0;""
689;"Baby I";"Ariana Grande";2013;"Pop";0;"";0;""
690;"Just A Little Bit Of Your Heart";"Ariana Grande";2014;"Pop";0;"";0;""
691;"Be My Baby";"Ariana Grande";2014;"Pop";0;"";0;""
692;"Everyday";"Ariana Grande";2016;"Pop";0;"";0;""
693;"Piano";"Ariana Grande";2013;"Pop";0;"";0;""
694;"Jason's Song (Gave It Away)";"Ariana Grande";2016;"Pop";0;"";0;""
695;"Break Your Heart Right Back";"Ariana Grande";2014;"Pop";0;"";0;""
696;"One Last Time (Attends-moi) DUET";"Ariana Grande";2014;"Pop";0;"";0;""
697;"My Everything";"Ariana Grande";2014;"Pop";0;"";0;""
698;"Snow in California";"Ariana Grande";2013;"Holiday";0;"";0;""
699;"Last Christmas";"Ariana Grande";2013;"Holiday";0;"";0;""
700;"Why Try";"Ariana Grande";2014;"Pop";0;"";0;""
701;"Winter Things";"Ariana Grande";2015;"Holiday";0;"";0;""
702;"Pieces Of Me";"Ashlee Simpson";2004;"Pop";0;"";0;""
703;"Boyfriend";"Ashlee Simpson";2005;"Pop";0;"";0;""
704;"Undiscovered";"Ashlee Simpson";2004;"Pop";0;"";0;""
705;"Surrender";"Ashlee Simpson";2004;"Pop";0;"";0;""
706;"Like a Stone";"Audioslave";2002;"Hard Rock";0;"";0;""
707;"I Am the Highway";"Audioslave";2002;"Hard Rock";0;"";0;""
708;"Cochise";"Audioslave";2002;"Hard Rock";0;"";0;""
709;"Show Me How to Live";"Audioslave";2002;"Hard Rock";0;"";0;""
710;"Getaway Car";"Audioslave";2002;"Hard Rock";0;"";0;""
711;"Doesn't Remind Me";"Audioslave";2005;"Hard Rock";0;"";0;""
712;"Be Yourself";"Audioslave";2005;"Hard Rock";0;"";0;""
713;"Gasoline";"Audioslave";2002;"Hard Rock";0;"";0;""
714;"Out of Exile";"Audioslave";2005;"Hard Rock";0;"";0;""
715;"The Last Remaining Light";"Audioslave";2002;"Hard Rock";0;"";0;""
716;"What You Are";"Audioslave";2002;"Hard Rock";0;"";0;""
717;"Your Time Has Come";"Audioslave";2005;"Hard Rock";0;"";0;""
718;"Original Fire";"Audioslave";2006;"Hard Rock";0;"";0;""
719;"So Far Away";"Avenged Sevenfold";2010;"Hard Rock";0;"";0;""
720;"Afterlife EXPLICIT";"Avenged Sevenfold";2010;"Hard Rock";0;"";0;""
721;"Beast and the Harlot";"Avenged Sevenfold";2005;"Hard Rock";0;"";0;""
722;"Wake Me Up!";"Avicii";0;"undefined";0;"";0;""
723;"Hey Brother";"Avicii";2013;"Dance";0;"";0;""
724;"Waiting For Love";"Avicii";2015;"Dance";0;"";0;""
725;"Addicted To You";"Avicii";2013;"Dance";0;"";0;""
726;"Feeling Good";"Avicii";2015;"Dance";0;"";0;""
727;"Levels";"Avicii";2011;"Dance";0;"";0;""
728;"Without You";"Avicii";2017;"Dance";0;"";0;""
729;"The Nights";"Avicii";2014;"Dance";0;"";0;""
730;"Lay Me Down";"Avicii";2013;"Dance";0;"";0;""
731;"The Days";"Avicii";2014;"Dance";0;"";0;""
732;"I Could Be The One";"Avicii";2012;"Dance";0;"";0;""
